"Time"	gadX	torR	hdeA	hdeB	yhiD
500	0.0814849	0.1262099	0.1943809	0.3712207	0.0705577
550	0.2415307	0.3959179	0.2079051	0.3127486	0.0973217
600	0.1803765	0.6243198	0.2998744	0.5454939	0.2934994
650	0.1818615	0.7608104	0.3327761	0.4828600	0.3018574
700	0.1472212	0.5406641	0.4744983	0.6708075	0.4044620
750	0.2273935	0.6775547	0.5881124	0.7095470	0.3579090
800	0.1857942	0.6145807	0.4204331	0.6222747	0.3846652
850	0.1847254	0.6786898	0.6557438	0.5240913	0.3590080
900	0.1695189	0.6882597	0.5020650	0.6807359	0.3949661
950	0.1499980	0.4942659	0.5696651	0.6715763	0.3538991
1000	0.2082076	0.7268641	0.6259448	0.6779935	0.2967918

0	0.2035709	0.5964969	0.6796827	0.6694019	0.3820134
50	0.1977630	0.5803653	0.4829288	0.6771202	0.3724268
100	0.1794860	0.6503376	0.5105381	0.5734743	0.3960917
150	0.2084921	0.6758377	0.4344253	0.6117040	0.3111211
200	0.1090253	0.6331744	0.3757367	0.5601792	0.3715706
250	0.1039932	0.6837829	0.4224133	0.6248319	0.3442430
300	0.1102020	0.6551181	0.5146674	0.5097813	0.2752596
350	0.1476968	0.7275668	0.4644809	0.4332640	0.3107187
400	0.1824828	0.7011485	0.5741441	0.5648388	0.3609575
450	0.1792103	0.6902804	0.4844729	0.5743984	0.4526174
500	0.1338252	0.5675059	0.5412347	0.5952747	0.4211642
550	0.1522364	0.6670079	0.4517762	0.5722413	0.4168082
600	0.1651134	0.7319610	0.4688258	0.7852301	0.3218252
650	0.1520474	0.6208955	0.4499813	0.6230372	0.3765687
700	0.1454432	0.6899614	0.4599729	0.6087969	0.3671899
750	0.1504004	0.6337423	0.4496965	0.5335508	0.2951162
800	0.1514620	0.7917006	0.4990147	0.5631519	0.4024110
850	0.1673038	0.6148257	0.4913546	0.6501526	0.3639384
900	0.0799352	0.7942402	0.4825708	0.6396942	0.2954771
950	0.1354527	0.6382909	0.4991856	0.6615508	0.3820034
1000	0.1806355	0.5213501	0.5276649	0.5684570	0.3753331

0	0.1610321	0.6759086	0.5573465	0.8557278	0.3275908
50	0.1283520	0.4794721	0.3825243	0.6334029	0.4428154
100	0.2079089	0.1613841	0.4676574	0.8312651	0.2987910
150	0.3425400	0.1500125	0.3811719	0.5923595	0.1943833
200	0.4672415	0.0519765	0.3439246	0.5588708	0.1922490
250	0.4097884	0.0524650	0.2107153	0.3827557	0.2651064
300	0.6620019	0.0238967	0.2987202	0.3606805	0.1622310
350	0.5515008	0.0265041	0.2223151	0.3886876	0.2412451
400	0.6252362	0.0511424	0.3441129	0.3910236	0.2527939
450	0.6039516	0.0280527	0.2141489	0.5092052	0.2504667
500	0.5737433	0.0495806	0.2842818	0.4171424	0.2182721
550	0.6141804	0.2680114	0.3031564	0.4065613	0.1922777
600	0.2898288	0.4550602	0.3603350	0.4448576	0.3264847
650	0.2397301	0.4508342	0.4701249	0.6129351	0.3182104
700	0.1740175	0.6119483	0.4823477	0.6365104	0.4233803
750	0.1681791	0.5940108	0.5038643	0.6273983	0.3858933
800	0.2031719	0.6270373	0.3877860	0.6463638	0.3642513
850	0.1864299	0.6405830	0.4292066	0.6170545	0.3207473
900	0.2324016	0.6557287	0.3516942	0.6328796	0.3470229
950	0.1460204	0.6548137	0.5259404	0.5376172	0.3735340
1000	0.1471478	0.6533571	0.4193548	0.5343651	0.3046629

0	0.1266173	0.5876550	0.5415120	0.6309859	0.3335448
50	0.1439417	0.8064450	0.4574385	0.7188692	0.3537393
100	0.0815263	0.6754267	0.4536466	0.5689226	0.4209950
150	0.1535730	0.6369032	0.4659162	0.5894424	0.4333815
200	0.1432087	0.6520745	0.4086484	0.6859135	0.3287342
250	0.1590586	0.7031930	0.4494913	0.5700757	0.3469244
300	0.1173196	0.7177067	0.5053756	0.5819140	0.3726698
350	0.1413723	0.5957886	0.5312882	0.5614196	0.3056069
400	0.1038101	0.7706983	0.4954671	0.5705146	0.3142262
450	0.1313129	0.6832933	0.3912018	0.6176270	0.3163075
500	0.1402509	0.6668846	0.5998798	0.5788843	0.3261513
550	0.1761464	0.7264345	0.5023523	0.7648883	0.2503126
600	0.1632266	0.6357680	0.4321841	0.6175402	0.3836922
650	0.1650587	0.8036754	0.4928502	0.5813731	0.4534395
700	0.2149941	0.6234081	0.4596410	0.5006129	0.3026460
750	0.2121273	0.6346854	0.5515581	0.5822154	0.4708877
800	0.1713664	0.8214189	0.4991977	0.6837159	0.4058499
850	0.1602983	0.6756695	0.5899288	0.6583842	0.3578427
900	0.1864137	0.6307924	0.5655970	0.6352468	0.4011412
950	0.2108266	0.5915590	0.3785715	0.5885330	0.3166586
1000	0.1679609	0.6339352	0.5048856	0.6629683	0.3674458

0	0.1770775	0.6249445	0.4658173	0.7146161	0.3519056
50	0.0723870	0.5732448	0.5576931	0.6150821	0.3248072
100	0.0444413	0.6706496	0.4643604	0.5121546	0.4148500
150	0.0211752	0.5830608	0.5253725	0.6481225	0.4005912
200	0.0320551	0.7328920	0.6401904	0.6635895	0.5423764
250	0.0294940	0.6324145	0.4371148	0.5980114	0.3322369
