"Time"	hyfR	fhlA	nsrR	feaR	hycB	hyfF	hyfH	hypC	hycG	hycF	hyfI	hyfJ	hypA	hycA	focB	hycE	hypE	hyfC	hypD	hyfA
150	0.8007412	0.5386701	0.4986592	0.0782902	0.0702542	0.7970545	0.8290558	0.3904770	0.2240311	0.1064231	0.3764277	0.9722407	0.0871736	0.8190187	0.9846157	0.0070399	0.2968977	0.7500154	0.1305322	0.6102816
200	0.9932103	0.6493185	0.5219897	0.0920271	0.1082471	0.7817562	0.9411479	0.5196207	0.3485461	0.1851786	0.4226910	1.0095886	0.1347184	0.8673555	0.9794681	0.0135205	0.3742524	0.8501287	0.1937147	0.5856425
250	0.9963495	0.6957228	0.5081284	0.1082261	0.1199714	0.8165467	0.9296579	0.5882166	0.5414650	0.1988137	0.4408865	1.0337621	0.1602062	0.8813064	1.0311052	0.0169563	0.3990747	0.9936623	0.2349046	0.6681654
300	0.9304438	0.7729986	0.4774336	0.1058747	0.1399196	0.8930257	0.9812696	0.6474901	0.6316387	0.2498564	0.5568411	1.0178698	0.2201343	0.8896115	1.0338707	0.0168303	0.5209739	0.9754446	0.2486340	0.7718220
350	0.9159206	0.7240775	0.5021728	0.0879863	0.1046101	0.9077533	0.9598530	0.6944903	0.6245089	0.2207671	0.6258694	1.0580937	0.2092411	0.9148359	0.9940822	0.0137516	0.4762018	1.0321792	0.2976665	0.7052224
400	1.0319406	0.7355992	0.4809565	0.1019081	0.1315921	0.8827434	0.9075944	0.7648570	0.6214254	0.2617495	0.6006881	0.9836677	0.2080026	0.9793764	0.9467890	0.0203436	0.4364845	0.9492575	0.2988674	0.6444667
450	0.9666658	0.7475534	0.4643282	0.1114268	0.1484515	0.8292740	1.0256619	0.7257139	0.6202991	0.1443085	0.5612315	0.9750676	0.2110514	0.9245413	0.9776517	0.0162305	0.3987601	0.9527871	0.3325166	0.6768907
500	0.9481723	0.7593061	0.4938623	0.1442959	0.1484502	0.9022998	0.9687994	0.8380792	0.7219017	0.2367424	0.6914803	1.0102559	0.2322996	0.8988226	0.9922924	0.0136472	0.4795453	0.9320122	0.3504430	0.7750164
550	0.9922859	0.6870786	0.9224708	0.1027309	0.1104171	0.8004349	0.8830644	0.8169451	0.6682377	0.1309448	0.6474197	0.9878224	0.1832670	0.7427929	1.0877550	0.0129028	0.3949571	0.9440147	0.3674997	0.7623623
600	0.8790122	0.5345914	0.9519969	0.0621893	0.1737766	0.6268702	1.0055731	0.7174215	0.5858068	0.0493483	0.6876231	1.0102453	0.1199458	0.6323422	0.9506042	0.0078620	0.3092431	0.9456026	0.3229305	0.7590030
650	0.9516663	0.3788711	1.0710621	0.0360543	0.1464227	0.7260577	0.9234231	0.6637540	0.5361447	0.0354199	0.6248590	0.9504071	0.0826365	0.6057665	0.9625213	0.0114774	0.2706362	1.0082320	0.3076055	0.6997926
700	0.9665118	0.2781608	1.0497937	0.0310559	0.1226700	0.6035165	0.8829844	0.5578132	0.4180951	0.0279128	0.5660995	1.0492286	0.0723973	0.5468285	0.9314261	0.0090861	0.2041960	0.8226442	0.2703152	0.6954924
750	0.8974069	0.2168876	1.0298416	0.0679623	0.0777754	0.4074398	0.9674193	0.3976297	0.2532375	0.0244093	0.4743142	1.0695212	0.0531082	0.5004707	0.9199361	0.0095114	0.1787467	0.7448585	0.1761057	0.6528282
800	0.8477415	0.2166091	1.0388600	0.0498983	0.0425445	0.2489594	0.8212256	0.3082969	0.1482155	0.0202264	0.4241946	0.9433691	0.0689258	0.4689032	0.9790217	0.0092700	0.1339562	0.6175032	0.1105977	0.5836707
850	0.6986795	0.2152790	0.9693475	0.0714617	0.0318802	0.1351491	0.5958055	0.2576873	0.1045932	0.0398058	0.4200502	0.9363021	0.0525045	0.4087157	0.9862785	0.0012901	0.0937322	0.4849163	0.0659005	0.5572159
900	0.6592044	0.2740182	1.0402055	0.0388164	0.0272485	0.0875320	0.5079214	0.2476724	0.0942550	0.0474044	0.3401685	0.9438238	0.0647483	0.4234082	0.9555870	0.0035551	0.0929379	0.4488719	0.0460270	0.5287090
950	0.7452678	0.2717664	1.0161375	0.0460777	0.0230280	0.0958346	0.5324979	0.2449179	0.0725794	0.0154023	0.3197751	0.9684856	0.0484722	0.4649890	1.0114649	0.0084045	0.1254606	0.4748059	0.0589242	0.5114667
1000	0.6740543	0.2484089	0.9765235	0.0450504	0.0328668	0.1067432	0.5567233	0.2730253	0.0885391	0.0326123	0.4006381	0.9366457	0.0587053	0.4824461	1.0149883	0.0037720	0.1169089	0.4749943	0.0608768	0.6147663

0	0.7935601	0.2607611	1.0095953	0.0533262	0.0443207	0.1041409	0.6966857	0.2363415	0.1261324	0.0576936	0.3635871	0.9908147	0.0804276	0.4543911	1.0319497	0.0076167	0.1073224	0.5470053	0.0822185	0.5866606
50	0.8913522	0.2346993	1.0315850	0.0323290	0.0153592	0.1114244	0.6436292	0.2124561	0.0666378	0.0384978	0.7607564	1.0394362	0.0754385	0.4300118	1.0035180	0.4853066	0.0952363	0.4391944	0.0759450	0.6020315
100	0.9272625	0.2209732	0.9913638	0.0367786	0.0042234	0.1645780	0.7944633	0.2302142	0.0952812	0.0370114	0.8447539	1.0075650	0.0691594	0.4725430	0.9732220	0.5670272	0.0847568	0.5584687	0.0663570	0.6249993
150	0.8758962	0.2156902	1.0112220	0.0609067	0.0003558	0.1495995	0.8527344	0.2031041	0.0877456	0.0391472	0.9112614	0.9564928	0.0602187	0.3676583	1.0052813	0.6190458	0.0841105	0.5468299	0.0994872	0.5566489
200	0.8685004	0.2241551	0.9349731	0.0529679	0.0004731	0.1352793	0.8235198	0.2105674	0.0585064	0.0297940	0.8650956	1.0085033	0.0442460	0.4101156	1.0872055	0.6678762	0.1064998	0.4116514	0.0956087	0.6306068
250	0.9037038	0.2249411	0.9945086	0.0555332	0.0010944	0.1473695	0.8301131	0.2276425	0.1002540	0.0260460	0.9442136	0.9431891	0.0747769	0.3837046	1.0813017	0.6804090	0.0918317	0.4004002	0.0878916	0.6194558
300	0.9336788	0.2391868	1.0747688	0.0541709	0.0019095	0.1517797	0.7927336	0.2241185	0.1002152	0.0348460	0.9998599	0.9627068	0.0638160	0.4336745	1.0783463	0.7133709	0.0910898	0.3557215	0.0577774	0.5639824
350	0.9400145	0.2158349	1.1348857	0.0413916	0.0017590	0.1472235	0.8372833	0.2197769	0.0888226	0.0329279	0.9139673	1.0232402	0.0773900	0.4164758	1.0374521	0.6245060	0.1115070	0.4806276	0.0656228	0.5871426
400	0.9570874	0.2260378	1.0243975	0.0431483	0.0013768	0.1614255	0.7953002	0.2245281	0.0992713	0.0198116	0.9439055	0.9412377	0.0605373	0.4607419	0.9517978	0.6509043	0.1020225	0.5394969	0.0729700	0.5777424
450	0.9279266	0.2076999	1.0045481	0.0513927	0.0012100	0.1592516	0.8655186	0.2443065	0.0966551	0.0317042	0.8705528	0.9694521	0.0399748	0.4591141	0.9925533	0.6137633	0.1041067	0.5075484	0.0958908	0.5880333
500	0.9674166	0.2510656	1.0148023	0.0364619	0.0000000	0.1353402	0.7522761	0.2430630	0.0964580	0.0244586	0.9570606	0.9526704	0.0503593	0.4794235	1.0372260	0.6637284	0.1092562	0.4567702	0.0810768	0.6058331
550	0.8178614	0.2477358	1.0255603	0.0513014	0.0245986	0.1782795	0.7916469	0.2116873	0.0977144	0.0420544	0.5470482	0.9537380	0.0417260	0.4827628	0.9350040	0.2018951	0.1107549	0.5103046	0.0989011	0.6651586
600	0.7544176	0.2175756	1.0415857	0.0649748	0.0535934	0.1684937	0.8536106	0.2546770	0.0950333	0.0288820	0.5245463	1.0042959	0.0735913	0.4990764	1.0099616	0.0682606	0.1302745	0.6207482	0.1069117	0.6272289
650	0.7831774	0.2182929	1.0571212	0.0540739	0.0458790	0.1246483	0.7236480	0.2345482	0.0997410	0.0374529	0.4625816	0.9896462	0.0391614	0.4235481	0.9825547	0.0225706	0.1058914	0.5110718	0.0804248	0.5336030
700	0.7164723	0.2384295	0.9843358	0.0582133	0.0267280	0.0808828	0.5757796	0.2628256	0.0988877	0.0365728	0.3883346	0.9507331	0.0717186	0.4135338	0.9935317	0.0144343	0.0904643	0.4298766	0.0830588	0.5475670
750	0.6263370	0.2328794	1.0099377	0.0359528	0.0225043	0.0667889	0.4605168	0.2274766	0.0660398	0.0277662	0.3848748	0.9183219	0.0686128	0.3546627	1.0302732	0.0191687	0.0778200	0.4474139	0.0496776	0.5497467
800	0.5917308	0.2430618	0.9584780	0.0232257	0.0307522	0.0646662	0.4588343	0.2124814	0.0623571	0.0295378	0.3695320	0.9734766	0.0753501	0.3688868	1.0060459	0.0099548	0.0868098	0.4201098	0.0541672	0.5378401
850	0.6886327	0.2995678	1.0620312	0.0308088	0.0396499	0.0761677	0.4462294	0.2026425	0.0775351	0.0432931	0.3698422	0.9261201	0.0763397	0.4309087	0.9877027	0.0113135	0.1110331	0.4659675	0.0526350	0.5432650
900	0.6675996	0.2296583	1.0592215	0.0316321	0.0418243	0.0756640	0.4787615	0.2270282	0.0684428	0.0271366	0.3570109	0.9583605	0.0588237	0.4013189	0.9930693	0.0139590	0.1101058	0.4381638	0.0669271	0.5442866
950	0.6848761	0.2282091	0.9718250	0.0314637	0.0542047	0.0771843	0.4349627	0.2773743	0.1008636	0.0266382	0.3275795	0.9849966	0.0572104	0.3997253	1.0443960	0.0095891	0.1048489	0.4264812	0.0699355	0.4697080
1000	0.7269335	0.2291136	0.9510183	0.0356780	0.0512823	0.0861006	0.5176954	0.2449956	0.0821633	0.0075978	0.3582666	1.0227939	0.0554632	0.4628229	1.0187512	0.0048597	0.1199820	0.4511627	0.0601057	0.5464781

0	0.7935601	0.2607611	1.0095953	0.0533262	0.0443207	0.1041409	0.6966857	0.2363415	0.1261324	0.0576936	0.3635871	0.9908147	0.0804276	0.4543911	1.0319497	0.0076167	0.1073224	0.5470053	0.0822185	0.5866606
50	0.7092896	0.3277681	0.9982343	0.0519422	0.0487551	0.1280596	0.8532033	0.2988804	0.3162880	0.0403144	0.6512012	1.0617659	0.0689400	0.4550079	0.9784367	0.3860333	0.3571705	0.5693884	0.0758432	0.5095705
100	0.8718602	0.3064968	1.0128007	0.0750963	0.0617259	0.1997225	0.8954771	0.2802354	0.3483556	0.0225866	0.7418357	0.9374233	0.0718633	0.4118645	0.9986490	0.4142077	0.4136942	0.7054244	0.0997404	0.5638419
150	0.7319064	0.2078101	0.9746625	0.0642954	0.0542230	0.1999787	0.7662455	0.2645715	0.3610690	0.0378435	0.8216097	1.0582396	0.0624468	0.3864026	0.9526659	0.4875730	0.4095665	0.6267814	0.0954479	0.5633101
200	0.7681399	0.2290542	1.0790614	0.0450375	0.0324523	0.1770273	0.7411497	0.2582265	0.3245823	0.0282211	0.8080823	1.0368325	0.0655950	0.3967673	1.0387501	0.4568168	0.3371607	0.5986722	0.0793784	0.6072728
