"Time"	gadX	torR	rutR	gadW	hdeA	gadY	yhiD	dctR	hdeB	gadC
1000	0.0064943	1.0295509	1.0695582	1.0089454	0.3984068	0.0107214	0.7378409	0.0094890	0.9672474	0.0285969

0	0.0136695	1.0170041	1.0721733	1.0793691	0.3926231	0.0111080	0.7505467	0.0158926	0.9119853	0.0215148
50	0.0138404	1.0912776	0.9195754	0.9224034	0.2973125	0.3483655	0.8192243	0.0211802	0.9920182	0.0154613
100	0.0170346	1.0677191	0.8967864	0.9008799	0.2561273	0.5188721	0.8098180	0.0163014	0.9003988	0.0128130
150	0.0187555	0.9721359	0.8586694	0.9408563	0.2305419	0.5537724	0.7804418	0.0120896	0.9600825	0.0211928
200	0.0257469	0.9484748	0.8937277	0.8721788	0.2758468	0.5997074	0.7853873	0.0379417	0.9460877	0.0126673
250	0.0186573	1.0042682	0.9006372	0.8449045	0.2918837	0.5898528	0.8507226	0.0356700	0.9323598	0.0080116
300	0.0116795	1.0365295	0.9275465	0.8549852	0.2678066	0.6571464	0.7900734	0.0281482	0.8705630	0.0302065
350	0.0115254	0.9903110	0.9293739	0.8093058	0.2689200	0.5942954	0.7846969	0.0116078	0.8659075	0.0130568
400	0.0258092	0.9900509	0.9231143	0.8716407	0.2622788	0.5703547	0.8522836	0.0122615	0.9092235	0.0125056
450	0.0131362	0.9799273	0.8820426	0.9111606	0.2755218	0.5636439	0.7929220	0.0030545	0.9163348	0.0101349
