"Time"	relE	relB	hokD	alaS	ilvN
250	0.0914644	1.0010541	0.1082960	1.0281506	0.2440452
300	0.1096748	1.0271450	0.0901885	1.0242593	0.2655102
350	0.0740823	1.1254794	0.0853870	1.1167492	0.2409086
400	0.0659956	1.0555975	0.1152735	1.0362130	0.2278640
450	0.0710425	1.0422247	0.1104910	1.1091518	0.2517656
500	0.0648251	1.0389256	0.0802782	1.0440590	0.2821798
550	0.0858684	0.9345378	0.0544395	0.9542748	0.5701281
600	0.0803275	0.9784626	0.0571904	0.9537632	0.7740984
650	0.0910818	0.9738519	0.1210304	0.9409515	0.9621982
700	0.0763424	0.9318088	0.1054952	0.9917233	1.1103264
750	0.0696608	0.9793998	0.0995109	1.0342578	1.0074015
800	0.1035511	0.9616723	0.0830165	1.0242490	0.8071439
850	0.1293949	1.0168701	0.1108817	0.9341865	0.9302270
900	0.1286705	0.9119061	0.1003534	1.0109509	1.0158266
950	0.1060575	1.0457457	0.0924706	1.0701166	1.0404781
1000	0.1044014	1.0617531	0.0846530	1.0204020	1.0655677

0	0.1363031	1.0056826	0.1313701	1.0309245	0.9557051
50	0.0911298	1.0915307	0.0790792	1.0878105	0.9727635
100	0.0476211	1.0663139	0.0242659	0.9590590	0.9695059
150	0.0306357	0.9701290	0.0208954	0.9346129	0.9978646
200	0.0198323	0.9769822	0.0374738	0.9098258	1.0703695
250	0.0203011	1.0207676	0.0777815	1.0615476	0.8795816
300	0.0113925	0.9484356	0.1036788	1.0862844	0.9320813
350	0.0041931	1.0830509	0.1789638	0.9117151	0.9144250
400	0.0028783	1.0736812	0.2045658	0.9228501	0.8922740
450	0.0010611	1.0162956	0.2465665	0.9680611	1.0077450
500	0.0012771	1.0213424	0.4053423	0.9407451	0.9351182
550	0.0291907	1.0027839	0.3646883	0.9742199	0.9024100
600	0.0826765	1.0080674	0.2173210	1.0664413	0.9845875
650	0.0892075	1.0265055	0.1488670	0.9351591	0.8786412
700	0.0926049	1.0302094	0.1150011	0.9208057	0.9984403
750	0.1039226	1.1109083	0.0718042	1.0518198	1.0463050
800	0.1182336	1.1183687	0.0897315	0.9725135	0.9402681
850	0.1122374	1.0479807	0.0909274	1.0050601	1.0199865
900	0.1021145	1.1582413	0.0935406	1.0219847	1.0298541
950	0.1092299	1.0714207	0.0918560	1.0398796	0.9130063
1000	0.1154696	0.9885494	0.0767591	0.9987791	0.9034861

0	0.1363031	1.0056826	0.1313701	1.0309245	0.9557051
50	0.0681666	0.9736903	0.1164971	0.6531149	0.7619210
100	0.0371795	0.8689835	0.1169675	0.3622872	0.5833654
150	0.0264023	0.9107931	0.1978620	0.2156157	0.5980740
200	0.0084637	0.8154871	0.3202203	0.1620893	0.4991658
250	0.0024345	0.7294427	0.5192962	0.1396497	0.5253434
300	0.0049395	0.7486511	0.6469497	0.1249933	0.5089662
350	0.0056126	0.7360401	0.7077266	0.1360384	0.4700844
400	0.0025834	0.7661437	0.6771521	0.1476424	0.4644243
450	0.0066431	0.6872242	0.6754574	0.1231316	0.5077831
500	0.0045953	0.6584129	0.6932599	0.1211046	0.5491708
550	0.0366498	0.8584112	0.6376069	0.4808158	0.7668233
600	0.0557033	0.9462619	0.3865629	0.7797414	0.8213800
650	0.1023916	0.9888007	0.2091741	0.9169831	0.9920431
700	0.0704812	1.0817664	0.1442732	0.9892202	0.9052297
750	0.0689303	1.0456751	0.1284846	0.9678410	0.9730440
800	0.1065633	1.0914700	0.1200059	1.1047924	1.0915916
850	0.0851927	0.9819099	0.0851878	1.0810988	0.9546098
900	0.0978294	1.0003137	0.1384903	0.8856916	0.8592660
950	0.0958095	0.9662078	0.1474392	1.0951451	1.0278539
1000	0.0718420	1.0007826	0.1078905	1.0037218	0.9928637

0	0.1363031	1.0056826	0.1313701	1.0309245	0.9557051
50	0.1248679	0.8631931	0.0844892	0.9816403	0.9490412
100	0.1273637	0.7134493	0.1048206	0.9674941	0.9378461
150	0.1179057	0.6148647	0.1099759	1.0410628	0.7855011
200	0.1032266	0.6463484	0.1814029	1.0393126	0.7923186
250	0.1350785	0.5772128	0.1585709	0.9193282	0.8853544
300	0.1058313	0.5826029	0.1666285	0.9708966	0.8510457
350	0.1097570	0.5705833	0.1984745	1.0084602	0.7786986
400	0.0742983	0.6084478	0.2725886	1.0459952	0.7836668
450	0.1009638	0.5963914	0.2414365	1.0567634	0.7841391
500	0.1253555	0.5739149	0.2381168	1.0186002	0.8462567
550	0.0940981	0.7342589	0.2073286	0.9624806	0.8731411
600	0.0998625	0.8566313	0.1879554	0.9392849	0.9900136
650	0.1011632	1.0162909	0.1209935	0.9580288	1.0116534
700	0.0749601	1.0606394	0.1233463	0.9617749	0.9866691
750	0.0787013	1.1083916	0.1341407	0.9200111	1.0625414
800	0.0713142	1.0789879	0.0994744	0.9511055	1.0703906
850	0.0805322	0.9629434	0.1191918	0.9059753	0.9820052
900	0.0692720	0.9880683	0.1161621	1.0055148	0.8380362
950	0.0861699	0.9491657	0.1249748	0.9269729	0.9502282
1000	0.0958396	0.9871300	0.1485462	1.0196530	1.1809742

0	0.1363031	1.0056826	0.1313701	1.0309245	0.9557051
50	0.0666307	0.9878617	0.0919650	0.9777520	0.7413999
100	0.0405384	1.0338859	0.0374560	1.0664938	0.4755506
150	0.0166654	1.0304218	0.1347016	0.9442219	0.3761241
200	0.0060655	0.9246686	0.2987550	0.9570187	0.3429798
250	0.0034299	0.8988414	0.5097772	1.0913588	0.3575307
300	0.0052500	1.0519704	0.5644683	0.9853450	0.3303464
350	0.0037555	0.9761053	0.6509204	0.9154667	0.3789669
400	0.0032264	0.9783008	0.6658637	0.9777174	0.4598895
450	0.0095171	0.9572284	0.5840523	1.0799624	0.3443737
500	0.0017055	0.9848090	0.5222664	0.9362543	0.3304579
550	0.0466845	1.1007061	0.4986564	1.0129862	0.6000613
600	0.0737759	1.1384199	0.1947538	1.0466499	0.7969493
650	0.0953219	1.0145649	0.1640599	1.0289449	0.9808415
700	0.0882126	0.9612902	0.1370014	1.0742503	0.9336505
750	0.0801310	1.0428520	0.0939666	1.0097466	0.9560278
800	0.0558376	0.9739134	0.1253612	1.0110037	0.9506033
850	0.0774244	1.0648595	0.1672161	1.0021096	0.9685042
900	0.0875238	1.1596476	0.1229964	0.9638732	1.0351505
950	0.1101860	1.0766562	0.0965421	0.9340072	1.0458553
1000	0.1310489	1.0647408	0.0821600	0.9870720	1.1208193

0	0.1363031	1.0056826	0.1313701	1.0309245	0.9557051
50	0.0861852	0.6294247	0.0640968	0.9145822	0.9618261
100	0.1115144	0.3835854	0.0515231	0.7923201	0.9122319
150	0.1024952	0.2728772	0.0800158	0.7169995	0.9965651
200	0.1398290	0.2024252	0.1469315	0.7089660	1.0421955
250	0.2057092	0.1618392	0.1823653	0.6930116	0.9791905
300	0.1888431	0.2057895	0.1933807	0.7647669	1.0448925
350	0.2172036	0.1816331	0.2044286	0.7857727	1.0164684
400	0.1726934	0.1797855	0.2629913	0.7592748	1.0955348
450	0.1668441	0.1523612	0.1862005	0.7245718	1.0093948
500	0.2421744	0.1414438	0.1874116	0.6671411	0.9338021
550	0.2222542	0.4594961	0.4296796	0.8698612	0.9769847
600	0.1863626	0.8789487	0.3174456	0.9298141	0.9904713
650	0.1420909	0.9429854	0.1801864	1.0366241	0.9566139
700	0.0929523	0.9718722	0.0967085	1.0320013	0.9040263
750	0.0938522	1.0471411	0.0970304	1.0241433	1.1873809
800	0.0719189	1.0525417	0.1215287	1.0794085	0.9758528
850	0.0954286	1.0514356	0.1100911	1.1250006	0.9743008
900	0.1164414	1.0114741	0.0915418	1.0256836	1.0390571
950	0.1125846	0.9081840	0.1222925	0.9489050	1.0469950
1000	0.1001300	1.0246441	0.0908544	1.0076707	1.0689080

0	0.1363031	1.0056826	0.1313701	1.0309245	0.9557051
50	0.0849355	1.1242647	0.0957066	0.9931134	0.9362815
100	0.0775421	1.0575453	0.1013509	0.9751360	1.0169771
150	0.0812723	1.1428475	0.1223089	0.9461572	0.9637725
200	0.1018735	1.0335441	0.1564335	0.9366547	0.9888400
250	0.1101683	1.0345242	0.1103299	0.8408674	0.9758839
300	0.1063070	0.9663611	0.1170419	0.8902006	0.9692818
350	0.0747766	0.9334759	0.1372364	0.8594550	0.9925471
400	0.0648977	1.1921734	0.1305474	0.9055066	0.9588354
450	0.0618881	1.0947255	0.0954228	0.9291265	0.9770863
500	0.1065401	0.9774845	0.1133502	0.8693921	0.9567740
550	0.1106974	1.0032051	0.0935613	0.9374078	1.1006606
600	0.0960089	0.9562865	0.1612936	0.9289765	0.9624581
