"Time"	relE	relB	hokD	alaS	ilvN
850	0.0616501	0.6903057	0.0833839	0.6796346	0.7577460
900	0.1102641	0.8907088	0.0963301	0.6441780	0.6086054
950	0.0594233	0.7681327	0.1186924	0.8393045	0.8026890
1000	0.0598933	0.7251909	0.0904336	0.7740015	0.7716170

0	0.0854870	0.7343881	0.1115940	0.8653542	0.6763043
50	0.0787342	0.7525523	0.0743720	0.7471988	0.7159126
100	0.1008258	0.5634067	0.0746254	0.7323358	0.7745791
150	0.0711313	0.5592279	0.0696265	0.7727631	0.6367282
200	0.1227739	0.4506410	0.1545721	0.8215537	0.6458183
250	0.1143165	0.3625998	0.0964350	0.7278301	0.6408831
300	0.0650276	0.3469890	0.1074563	0.7047575	0.6738205
350	0.0894803	0.4396189	0.2224117	0.7609212	0.4670341
400	0.0421775	0.4465734	0.2538140	0.6763901	0.5367010
450	0.1042822	0.4359544	0.1984117	0.7886664	0.6213726
500	0.1200207	0.4488627	0.2049246	0.6992283	0.6890809
550	0.0540904	0.4993321	0.1782170	0.7650625	0.6837364
600	0.0823491	0.6570864	0.1657033	0.7163429	0.7857042
650	0.0919526	0.7156807	0.1255267	0.7869335	0.7300800
700	0.0926599	0.6393907	0.1301358	0.7839266	0.7003000
750	0.0752521	0.8202056	0.0786774	0.6923815	0.7400976
800	0.0480076	0.7274644	0.0797430	0.6756324	0.7905261
850	0.0519174	0.7476114	0.0801310	0.7290174	0.6562866
900	0.0986483	0.7700865	0.0868198	0.6687384	0.7100283
950	0.0707312	0.6255901	0.1529446	0.7935274	0.8419431
1000	0.0930044	0.8547962	0.1428861	0.6479184	0.9482177

0	0.1215904	0.7418218	0.1350280	0.7545043	0.8021424
50	0.0595375	0.7619156	0.0701459	0.7229611	0.4978603
100	0.0309755	0.7622883	0.0306055	0.9242271	0.3742729
150	0.0186441	0.8669429	0.1199915	0.7671411	0.2174998
200	0.0046696	0.7101152	0.1866700	0.7833764	0.2350053
250	0.0012093	0.6209407	0.3974776	0.7852707	0.2504740
300	0.0067451	0.8068455	0.4740644	0.7087952	0.2578238
350	0.0004146	0.7675823	0.5084736	0.6394682	0.2428338
400	0.0018009	0.6719853	0.4741978	0.7550090	0.4464896
450	0.0200455	0.7075945	0.4348179	0.9448898	0.3412144
500	0.0033665	0.7346776	0.4278274	0.6301494	0.2904991
550	0.0389465	0.8771775	0.3947016	0.8660915	0.4661980
600	0.0846284	0.8019199	0.1435817	0.7321895	0.6305452
650	0.0966879	0.7079366	0.1330576	0.7211799	0.6578329
700	0.1049225	0.6356374	0.0757928	0.8132700	0.7074225
750	0.0518614	0.7237431	0.0848901	0.7739800	0.7110922
800	0.0460228	0.6701195	0.0882707	0.9114865	0.6343963
850	0.0612951	1.0113822	0.1209520	0.7816910	0.7732911
900	0.0555666	1.0035748	0.0951998	0.7183284	0.8351088
950	0.0981116	0.9012456	0.0917299	0.6907722	0.6640507
1000	0.0969206	0.9142736	0.0333485	0.7048992	0.8131967

0	0.1292754	0.8375889	0.0896338	0.9058921	0.7935232
50	0.0602102	0.4673970	0.0508911	0.6742326	0.7613857
100	0.1080357	0.2864421	0.0306164	0.6872867	0.7209209
150	0.0923595	0.2599053	0.0590616	0.6210618	0.6354434
200	0.1264849	0.1857631	0.0862242	0.5263115	0.6626494
250	0.1609252	0.0979574	0.1591874	0.5512605	0.7368303
300	0.1920660	0.1417016	0.1201764	0.5177540	0.7840354
350	0.1290147	0.1398886	0.1536090	0.5593657	0.7813254
400	0.1189674	0.1145110	0.2213041	0.5828402	0.6982261
450	0.0985988	0.0805743	0.1562785	0.5489425	0.6614903
500	0.1776142	0.1286294	0.1236285	0.5714574	0.6245001
550	0.1351596	0.4354748	0.3494066	0.7125177	0.6911490
600	0.1207552	0.5825809	0.2821003	0.7950237	0.7002111
650	0.1192198	0.6140473	0.1029889	0.7612714	0.7379430
700	0.0926219	0.7352186	0.0697069	0.8062373	0.6859062
750	0.0828776	0.6585644	0.0422243	0.7992039	0.8981858
800	0.0522937	0.7906951	0.0974408	0.8848859	0.6927576
850	0.0720485	0.7990239	0.0957958	0.8839818	0.7704407
900	0.0830264	0.7760030	0.0853120	0.8474989	0.8267948
950	0.0876024	0.7171181	0.1066559	0.7861880	0.8753177
1000	0.0665765	0.8173877	0.0613543	0.8432334	0.9390871

0	0.1220385	0.8654731	0.0819024	0.8148437	0.6512577
