"Time"	fur	rcnR	metJ	metR	metE	metH	metA	rcnA	hmp	ydfN
250	0.2865354	0.7841491	0.5168948	0.5542004	0.2796825	0.0710779	0.3153237	0.2091414	0.6083097	0.1303422
300	0.2771863	0.8229596	0.5315756	0.4044180	0.2735859	0.0525275	0.2688351	0.2941973	0.6315563	0.1969278
350	0.2569227	0.7994215	0.6549309	0.5346310	0.2443425	0.0359121	0.2762047	0.2343211	0.4156487	0.1206471
400	0.2510475	0.7225367	0.6239993	0.3911950	0.2720048	0.0329123	0.3459407	0.1898033	0.5234984	0.1336315
450	0.2159565	0.7133198	0.6518840	0.4353764	0.2385224	0.0403728	0.2738743	0.2952656	0.5711220	0.0963739
500	0.3930074	0.7667321	0.5316941	0.4310949	0.1867629	0.0319255	0.1852062	0.1746314	0.6257174	0.1043579
550	0.7629302	0.7125355	0.5964251	0.3981629	0.1057526	0.2144832	0.3831194	0.3221367	0.5449401	0.0740809
600	0.7859603	0.5842955	0.5961855	0.4180634	0.1052496	0.2633617	0.4103239	0.2812793	0.5794627	0.0539691
650	0.7747628	0.7078477	0.3356814	0.4082818	0.0990211	0.2057483	0.6100024	0.2488171	0.4663260	0.0829423
700	0.7452266	0.6492369	0.1983057	0.5398603	0.1474950	0.2036167	0.6778927	0.2263402	0.3884327	0.0645989
750	0.6849126	0.5853863	0.1908724	0.5958416	0.1593540	0.2658893	0.7074895	0.1638760	0.3652545	0.0493265
800	0.7829186	0.7583121	0.1057354	0.7189289	0.2312846	0.3086802	0.7722558	0.2495283	0.3843562	0.0338961
850	0.6791373	0.6662026	0.1272106	0.7174846	0.2958329	0.3497342	0.8003860	0.2291374	0.4315516	0.0284563
900	0.8677789	0.7425237	0.1812680	0.7014558	0.3711010	0.3314881	0.7593305	0.1456153	0.4474749	0.0319796
950	0.7188760	0.7979814	0.2685534	0.6574377	0.4302203	0.2539656	0.7096908	0.2152969	0.3832698	0.0375820
1000	0.6813019	0.6401082	0.2329653	0.5481630	0.3319521	0.3087531	0.7310085	0.2144721	0.4860729	0.0427309

0	0.7856790	0.7277194	0.1982212	0.6767807	0.3593493	0.3001114	0.6683767	0.2031418	0.5178151	0.0458551
50	0.8093154	0.6605137	0.1065833	0.6258414	0.6013944	0.3352612	0.7067327	0.0328568	0.4601302	0.0449076
100	0.7120182	0.6112479	0.1208293	0.5361889	0.4887700	0.2558451	0.8933651	0.0142081	0.4780562	0.0318337
150	0.7394324	0.8038622	0.2089845	0.5690191	0.5582571	0.2694585	0.7116191	0.0020984	0.4198718	0.0290039
200	0.7006006	0.7344448	0.2025346	0.5092480	0.4895461	0.2411187	0.7443214	0.0042104	0.3883915	0.0272038
250	0.6827554	0.7497828	0.1957731	0.5123553	0.4588876	0.2720806	0.7408587	0.0004124	0.4122833	0.0413443
300	0.8806360	0.8186846	0.2639657	0.5237405	0.7993537	0.2512942	0.6828454	0.0009608	0.3867143	0.0123600
350	0.7005004	0.7588074	0.2446368	0.5124570	0.5041435	0.2001941	0.7712730	0.0018836	0.4109790	0.0412996
400	0.6992832	0.7795178	0.1781158	0.4785757	0.5304264	0.2747655	0.7550883	0.0055676	0.3574713	0.0449825
450	0.6904890	0.7951138	0.2543129	0.5981436	0.6039155	0.2851635	0.7660593	0.0032216	0.3879067	0.0478893
500	0.8014145	0.7359479	0.1956331	0.5282772	0.4818526	0.3267575	0.8167928	0.0020829	0.4411752	0.0337612
550	0.8056623	0.6363368	0.2122429	0.6301485	0.3862391	0.3279073	0.8413056	0.1355557	0.3306917	0.0117331
600	0.7886345	0.7108825	0.2166485	0.7791470	0.3548608	0.2802321	0.7426748	0.1328960	0.4999513	0.0263433
650	0.7195168	0.7180204	0.1712994	0.8615177	0.4402530	0.2857332	0.7545005	0.1805611	0.4394270	0.0516296
700	0.7789793	0.8275990	0.1537293	0.8563789	0.3749148	0.3152898	0.7373654	0.2143579	0.5027734	0.0191328
750	0.6703499	0.7498406	0.1624901	0.6961008	0.3408775	0.3732005	0.8058434	0.1620249	0.4782262	0.0517374
800	0.7830962	0.7857314	0.1860169	0.6718982	0.4031996	0.2635039	0.7926166	0.1526424	0.5391322	0.0278151
850	0.7666351	0.6660411	0.2466119	0.6965818	0.4325580	0.3325239	0.7690625	0.1255033	0.6784872	0.0671203
900	0.8082966	0.7502606	0.2007792	0.7321700	0.4349945	0.3514948	0.6729388	0.2176923	0.5054825	0.0325052
950	0.6206830	0.7069249	0.2611709	0.7281402	0.3573885	0.3128596	0.7462439	0.2265140	0.6076575	0.0362079
1000	0.7684574	0.7001855	0.2755953	0.5910108	0.3779718	0.3419813	0.6264073	0.2475804	0.4192730	0.0596103

0	0.7520665	0.6965489	0.2020370	0.7104548	0.3579989	0.3574860	0.7181516	0.1722879	0.5086965	0.0474921
50	0.3838310	0.7666885	0.2014195	0.6330615	0.3435104	0.1587139	0.6454049	0.2071051	0.4531163	0.0103553
100	0.2932749	0.5047487	0.3229650	0.5823969	0.3607242	0.1325904	0.6644511	0.2637818	0.5039091	0.0029523
150	0.2869887	0.6866459	0.4471834	0.5140803	0.2536387	0.0890937	0.6199968	0.3327357	0.6033425	0.0147905
200	0.3677080	0.8777035	0.6684214	0.4401121	0.1869236	0.1447955	0.7486147	0.3022081	0.5511475	0.0289390
250	0.2580100	0.7440087	0.6971234	0.3660160	0.1789688	0.1731737	0.6227152	0.3238461	0.5075008	0.0210465
300	0.2560818	0.7604206	0.6221233	0.3980373	0.1555897	0.1089213	0.7208231	0.3118063	0.5495371	0.0284980
350	0.3034728	0.7362842	0.7590931	0.3520277	0.1201146	0.1968568	0.6015795	0.3616813	0.5889752	0.0256025
400	0.2773903	0.7718241	0.6845476	0.2397623	0.0772409	0.1857663	0.5772714	0.3288675	0.7347268	0.0512980
450	0.2332051	0.6783088	0.6123464	0.3145548	0.0944393	0.1453998	0.5314859	0.3023855	0.6024615	0.0560560
500	0.2443122	0.6761810	0.7424181	0.3280797	0.0880403	0.1242971	0.4931710	0.3430022	0.5064085	0.0253234
550	0.6632895	0.8086221	0.5418332	0.2823196	0.0646003	0.1896530	0.4212486	0.3679242	0.5928274	0.0532550
600	0.7335117	0.7470301	0.3960734	0.4278559	0.1322639	0.1661564	0.5145302	0.2912003	0.5147773	0.0497031
650	0.7989956	0.7161515	0.2441909	0.4910831	0.1463742	0.1891147	0.7323558	0.2621037	0.4393621	0.0385287
700	0.7305649	0.7202740	0.2682396	0.5534056	0.1883793	0.2865377	0.7824423	0.2039630	0.4194624	0.0337110
750	0.8037830	0.6955239	0.2117617	0.5621318	0.2435272	0.2043946	0.6637997	0.2129034	0.3935310	0.0368668
800	0.8374516	0.9553510	0.1650170	0.4967623	0.2905664	0.2856559	0.7217503	0.1625603	0.4377538	0.0357116
850	0.7153474	0.8864772	0.1640561	0.5870807	0.2470074	0.2211565	0.7280869	0.2272270	0.4219772	0.0321173
900	0.7381497	0.7752740	0.1753635	0.7637312	0.3647306	0.2728706	0.7917533	0.1938887	0.4560766	0.0363914
950	0.7620391	0.7052631	0.1623071	0.7395796	0.4067794	0.3182981	0.7731152	0.2097881	0.4977299	0.0406331
1000	0.7788614	0.7283519	0.1243478	0.8198403	0.4385243	0.2795409	0.6679344	0.1340735	0.4502949	0.0355746

0	0.8947239	0.7285791	0.1640583	0.6913744	0.3729474	0.3378851	0.6711701	0.2425185	0.4958174	0.0354344
50	0.6400466	0.8431455	0.2275170	0.6334559	0.4843549	0.5902834	0.7696872	0.1993568	0.5387702	0.0185049
100	0.8480030	0.6857946	0.1798849	0.6878171	0.3748363	0.4592896	0.7058530	0.1375419	0.3803103	0.0006344
150	0.7430798	0.7963099	0.1451651	0.5515774	0.3725192	0.3738989	0.7337931	0.1244418	0.4649096	0.0005910
200	0.8557551	0.7394989	0.1712867	0.8449359	0.5113459	0.4816352	0.7445609	0.1804102	0.4333599	0.0008622
250	0.7662912	0.7459335	0.1284842	0.5516258	0.4638818	0.4031354	0.7031451	0.2411195	0.4340352	0.0001730
