"Time"	gadX	torR	hdeA	hdeB	yhiD
700	0.2133100	1.0350787	0.7605479	0.9974516	0.5644508
750	0.2573774	1.0266213	0.7184229	0.9003870	0.5567924
800	0.2240948	1.0473156	0.7610979	0.8120703	0.5723936
850	0.1813276	1.0226335	0.8121069	0.8772907	0.5268214
900	0.2293549	1.0255733	0.8082745	0.9735238	0.6058082
950	0.2154045	1.0395064	0.7351772	0.9026490	0.5607740
1000	0.2424427	0.9791918	0.7032111	0.8910188	0.5648071

0	0.2658129	0.9705305	0.7829172	0.8982202	0.5490946
50	0.0571037	1.0046387	0.8262395	0.9563009	0.5067404
100	0.0221885	1.0565975	0.8842238	0.9672869	0.4894831
150	0.0194015	0.9588438	0.8188581	1.0870660	0.5309909
200	0.0209189	1.0452705	0.7891161	1.0314148	0.4975506
250	0.0141939	1.0552550	0.9064429	1.0889587	0.5480503
300	0.0178874	0.9874617	0.8634682	0.9879871	0.5953278
350	0.0271541	0.9976922	0.8363290	0.9772737	0.6026609
400	0.0325740	0.9756690	0.8569366	0.9884113	0.5989067
450	0.0392058	1.0243568	0.8642659	1.0975618	0.5174963
500	0.0151344	1.1180357	0.9051647	1.0664639	0.5249973
550	0.1830914	0.9841924	0.7879726	0.9862726	0.5819592
600	0.2259691	1.0615519	0.7448032	0.8469732	0.4966561
650	0.2472806	1.0510298	0.7013676	0.9889483	0.5133581
700	0.2454053	0.9597552	0.7554417	0.8931922	0.4713625
750	0.2317228	0.9324473	0.7812032	0.9281667	0.4678890
800	0.2577406	0.9195030	0.7462106	0.9217484	0.5056560
850	0.2310583	0.9257235	0.7118838	0.9455588	0.5193445
900	0.3014863	0.9563438	0.7525097	0.8369298	0.5630759
950	0.2783428	1.0497122	0.6592705	0.8879273	0.5165046
1000	0.2253774	1.0007366	0.6619275	0.9359153	0.5759521

0	0.2658129	0.9705305	0.7829172	0.8982202	0.5490946
50	0.2809987	0.7773185	0.7557399	0.9834671	0.5119488
100	0.2444807	0.7257402	0.7462866	1.0081672	0.5448453
150	0.2963066	0.7324777	0.6967429	0.9719773	0.6116422
200	0.2992084	0.7557552	0.6954158	0.9729387	0.5525542
250	0.2491714	0.7611431	0.6307421	0.9850813	0.5087095
300	0.3163763	0.8024787	0.6820470	0.9680016	0.5350219
350	0.2491910	0.9016519	0.6886965	0.9373633	0.5814507
400	0.2229243	0.7885090	0.7436232	0.8670151	0.5140029
450	0.2797111	0.7959990	0.7283205	0.9839260	0.4954820
500	0.3196126	0.7802609	0.6854827	0.9526358	0.5927453
550	0.2977383	0.9505338	0.6560458	1.0049289	0.5523958
600	0.2959405	0.9843930	0.6738629	0.8804638	0.5292968
