"Time"	gadX	torR	rutR	gadW	hdeA	gadY	yhiD	dctR	hdeB	gadC
1000	0.0062169	0.8213711	0.8389630	0.6864965	0.2781994	0.0124099	0.5655122	0.0051858	0.5981865	0.0022086

0	0.0143975	0.6479424	0.6353335	0.6878970	0.2891104	0.0050761	0.5156748	0.0133974	0.5973109	0.0127370
50	0.0158741	0.6761053	0.7337814	0.8257275	0.2998092	0.0009476	0.5102713	0.0074651	0.6873548	0.2322213
100	0.0029099	0.8502342	0.7411973	0.7368553	0.1590282	0.0036435	0.5920338	0.0060066	0.4650748	0.4304482
150	0.0357294	0.7092631	0.7055443	0.7428271	0.1784775	0.0028645	0.6790482	0.0240014	0.5254018	0.5014088
200	0.0169473	0.5821865	0.6084278	0.5630170	0.2391173	0.0021081	0.6273767	0.0285901	0.5423283	0.5093548
250	0.0130263	0.7002845	0.6807352	0.6679678	0.2355599	0.0009001	0.6086554	0.0215257	0.5016019	0.4389452
300	0.0108091	0.7514888	0.6586322	0.6391307	0.3113449	0.0046553	0.5107141	0.0274932	0.4357604	0.4318007
350	0.0041508	0.6567040	0.6778094	0.7940066	0.2404775	0.0035073	0.5616794	0.0108497	0.5004244	0.4949096
400	0.0025994	0.6632986	0.6150197	0.7597218	0.2818880	0.0052371	0.6298528	0.0167993	0.4677194	0.5708056
450	0.0069043	0.6995228	0.6624674	0.6471619	0.1684141	0.0001278	0.6358919	0.0135163	0.4979616	0.4361070
500	0.0381108	0.5923479	0.6768551	0.7572249	0.2986283	0.0014980	0.5619254	0.0369762	0.4712153	0.5843909
550	0.0060741	0.5806345	0.6272229	0.5848786	0.2675677	0.0061879	0.5250205	0.0097470	0.5688520	0.3318978
600	0.0014568	0.6722079	0.6268051	0.7100111	0.3033889	0.0042631	0.6949501	0.0117819	0.5788212	0.0592979
650	0.0076732	0.7018320	0.7123391	0.6980417	0.2931770	0.0032593	0.6126853	0.0057013	0.6110208	0.0218077
700	0.0041381	0.8066198	0.7316557	0.7133071	0.2879976	0.0151713	0.5607952	0.0221000	0.6119918	0.0156936
750	0.0093671	0.6985001	0.7152567	0.6528222	0.2584724	0.0060051	0.5028584	0.0141870	0.6774632	0.0087454
800	0.0141530	0.6800413	0.6449236	0.7428549	0.2131679	0.0056986	0.5328956	0.0273614	0.6382714	0.0149770
850	0.0067638	0.6972150	0.6357096	0.6999872	0.2409720	0.0007641	0.6572336	0.0110131	0.5842143	0.0167922
900	0.0028543	0.7424193	0.6669162	0.7738880	0.2926178	0.0044645	0.4651643	0.0004617	0.6695177	0.0131307
950	0.0048910	0.7670813	0.7044488	0.7500547	0.2841426	0.0121211	0.5247694	0.0032210	0.6481891	0.0087451
1000	0.0075810	0.7622770	0.7916288	0.7921400	0.2745443	0.0042705	0.4767236	0.0155371	0.6702802	0.0081620

0	0.0071749	0.6683352	0.5532718	0.5881461	0.3588903	0.0053338	0.5877387	0.0171039	0.6315382	0.0233124
50	0.0075508	0.7313057	0.6371763	0.5961541	0.1811465	0.0945778	0.5794503	0.0266575	0.5156409	0.0095632
100	0.0168731	0.7054452	0.6183570	0.6717228	0.2103814	0.2717295	0.6098605	0.0257344	0.6182725	0.0027030
150	0.0149632	0.7045447	0.5288685	0.5808530	0.1544352	0.2834725	0.4661734	0.0063817	0.5925104	0.0074158
200	0.0379991	0.7312468	0.4780018	0.5356837	0.1724244	0.3997722	0.5598478	0.0117005	0.6597920	0.0069618
250	0.0272440	0.6464183	0.5409564	0.5011065	0.1454997	0.3288631	0.6034359	0.0151829	0.5886721	0.0112082
300	0.0082798	0.7162568	0.5658808	0.6132163	0.1582065	0.4101342	0.5672299	0.0270504	0.6362192	0.0294678
350	0.0039876	0.6834983	0.6345774	0.5725174	0.1789723	0.3160217	0.4932838	0.0140094	0.5018027	0.0173535
400	0.0054359	0.7769622	0.5929540	0.4647723	0.1811654	0.4699492	0.6092891	0.0267455	0.6128786	0.0153610
450	0.0086110	0.6936859	0.6717157	0.5375768	0.1563607	0.3388512	0.4691527	0.0191242	0.6318382	0.0106519
