"Time"	hyfR	fhlA	nsrR	feaR	hycB	hyfF	hyfH	hypC	hycG	hycF	hyfI	hyfJ	hypA	hycA	focB	hycE	hypE	hyfC	hypD	hyfA
650	0.8165267	0.2494189	0.9727297	0.0328681	0.0461129	0.1770410	0.7775458	0.2507509	0.1014504	0.0244115	0.4816932	0.9382274	0.0664802	0.5294915	0.9135528	0.0142442	0.1038390	0.5602568	0.1091380	0.5662850
700	0.8288285	0.2177202	0.9671054	0.0482405	0.0417874	0.1366972	0.8039154	0.2231660	0.0807802	0.0272680	0.4687128	0.9890750	0.0514588	0.4937202	1.0161244	0.0110654	0.1229862	0.5558359	0.0879786	0.5938742
750	0.8085491	0.2144105	0.9752812	0.0582217	0.0560523	0.1379980	0.7996082	0.2443449	0.0826295	0.0350339	0.4311427	1.0394479	0.0393990	0.4514442	1.0489653	0.0051875	0.1128721	0.5605831	0.0863290	0.5858925
800	0.8361907	0.2423487	0.9824802	0.0390555	0.0567822	0.1565164	0.7870612	0.2349204	0.0982977	0.0231787	0.4037775	0.9614444	0.0660432	0.5312236	1.0842525	0.0020115	0.1106744	0.5775403	0.0946967	0.6464274
850	0.7385302	0.2280447	0.9673412	0.0347444	0.0493437	0.1604647	0.8238560	0.2343976	0.0974659	0.0447744	0.4630215	1.0603400	0.0553224	0.4894130	0.9680315	0.0018794	0.0998210	0.6058677	0.0971927	0.5653245
900	0.7876549	0.2652612	1.0344915	0.0570233	0.0350854	0.1352707	0.7971355	0.2471734	0.1239905	0.0389755	0.4405932	1.0988068	0.0763354	0.5101145	1.0627596	0.0095259	0.1193925	0.5178037	0.1126547	0.5260615
950	0.7418382	0.2773016	1.0143244	0.0625741	0.0231393	0.1026647	0.7107765	0.2251312	0.0998000	0.0302855	0.4181747	1.0062113	0.0701585	0.5280180	0.9428159	0.0104055	0.1347949	0.4874740	0.0765308	0.6143086
1000	0.7885903	0.2960085	0.9747329	0.0539124	0.0321295	0.0944324	0.7300880	0.2912592	0.1069518	0.0418696	0.4062400	1.0364296	0.0585083	0.4348414	0.9891088	0.0039254	0.1233793	0.5368775	0.0839171	0.6418208

0	0.7628915	0.2327702	1.0039061	0.0381786	0.0356773	0.1122188	0.5354378	0.1984908	0.0766189	0.0307291	0.3595031	1.0098059	0.0589613	0.4610052	1.0573701	0.0081375	0.1001330	0.4658085	0.0990883	0.5873644
50	0.6953455	0.2149341	0.9893679	0.0255593	0.0315917	0.2315591	0.5532278	0.2185906	0.0806038	0.0321752	0.4109735	0.9254112	0.0681688	0.4715366	0.9699533	0.0051460	0.0920490	0.6758468	0.0611465	0.5328843
100	0.7757234	0.2435293	0.9512308	0.0226616	0.0335618	0.2700331	0.7393051	0.2541762	0.0658910	0.0145372	0.4020660	0.9298833	0.0768924	0.4572374	1.0138141	0.0050727	0.0981824	0.7953801	0.0892255	0.6505201
150	0.7802059	0.2747712	0.9372162	0.0326275	0.0344570	0.2454804	0.7044102	0.2407843	0.0797898	0.0355037	0.4375489	1.0003914	0.0600124	0.4226671	0.9433406	0.0209398	0.1229516	0.7750920	0.0950524	0.5440825
200	0.7521604	0.2445426	1.0876845	0.0520720	0.0344117	0.2828289	0.7755699	0.2536854	0.0787872	0.0405156	0.4589505	0.8871686	0.0510819	0.4831921	0.9723105	0.0136615	0.1423150	0.7475328	0.1061459	0.5720453
250	0.7243105	0.2156727	1.0225315	0.0395413	0.0362178	0.2964055	0.7577714	0.2261678	0.0741163	0.0211887	0.3598397	1.0099533	0.0594472	0.4249788	0.9563851	0.0090322	0.0927163	0.7463672	0.1076263	0.6023608
