"Time"	hyfR	fhlA	nsrR	feaR	hycB	hyfF	hyfH	hypC	hycG	hycF	hyfI	hyfJ	hypA	hycA	focB	hycE	hypE	hyfC	hypD	hyfA
750	0.7352228	0.2450723	1.0000000	0.0510385	0.0379234	0.0961195	0.6314663	0.2245120	0.0865882	0.0317458	0.3842201	0.9965627	0.0618179	0.4420029	0.9998921	0.0076477	0.1091694	0.5033416	0.0836799	0.5645060
800	0.7363890	0.2451403	1.0000000	0.0510385	0.0381718	0.0979203	0.6428379	0.2254719	0.0869682	0.0317460	0.3860080	0.9966723	0.0618338	0.4427378	0.9998940	0.0076509	0.1093783	0.5057693	0.0844436	0.5660890
850	0.7368856	0.2451648	1.0000000	0.0510385	0.0382962	0.0991094	0.6493624	0.2260036	0.0871545	0.0317460	0.3870593	0.9967304	0.0618411	0.4431128	0.9998951	0.0076525	0.1094664	0.5070979	0.0848761	0.5669357
900	0.7370901	0.2451737	1.0000000	0.0510385	0.0383556	0.0997962	0.6528549	0.2262854	0.0872412	0.0317461	0.3876276	0.9967593	0.0618443	0.4432956	0.9998956	0.0076532	0.1095024	0.5077641	0.0851111	0.5673583
950	0.7371722	0.2451769	1.0000000	0.0510385	0.0383830	0.1001617	0.6546279	0.2264302	0.0872800	0.0317461	0.3879162	0.9967731	0.0618457	0.4433818	0.9998958	0.0076535	0.1095167	0.5080801	0.0852350	0.5675589
1000	0.7372046	0.2451780	1.0000000	0.0510385	0.0383952	0.1003456	0.6554911	0.2265029	0.0872969	0.0317461	0.3880559	0.9967794	0.0618462	0.4434214	0.9998959	0.0076537	0.1095223	0.5082243	0.0852990	0.5676504

0	0.7372260	0.2451787	1.0000000	0.0510387	0.0384055	0.1005268	0.6563023	0.2265897	0.0873101	0.0317461	0.3881839	0.9967848	0.0618466	0.4434562	0.9998960	0.0076538	0.1095260	0.5083448	0.0853844	0.5677264
50	0.7372254	0.2451787	1.0000000	0.0510386	0.0384049	0.1005165	0.6562599	0.2265805	0.0873095	0.2917952	0.3881775	0.9968437	0.0618466	0.4434544	0.9998960	0.0076537	0.1095259	0.5083395	0.0853739	0.8990467
100	0.7372252	0.2451787	1.0000000	0.0510386	0.0384047	0.1005121	0.6562421	0.2265762	0.0873093	0.3162591	0.3881749	0.9968552	0.0618466	0.4434537	0.9998960	0.0076537	0.1095259	0.5083374	0.0853689	0.9438516
150	0.7372251	0.2451787	1.0000000	0.0510386	0.0384046	0.1005103	0.6562348	0.2265742	0.0873092	0.3185605	0.3881738	0.9968574	0.0618466	0.4434534	0.9998960	0.0076537	0.1095259	0.5083365	0.0853664	0.9499105
200	0.7372251	0.2451787	1.0000000	0.0510386	0.0384046	0.1005095	0.6562318	0.2265733	0.0873091	0.3187770	0.3881734	0.9968578	0.0618466	0.4434532	0.9998960	0.0076537	0.1095258	0.5083362	0.0853652	0.9507298
